S.No,Item name,Brand_Name,Category,Sub_Category,Ingredients,Serving_Size_g,Calories_kcal,Carbohydrates_g,Proteins_g,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Sugar_g,Sodium_mg,Dietary_Fiber_g,Cholesterol_mg,Calcium_mg,Vitamin,Iron_mg,Price_INR,Source_of_Data,Collection_Date,Collected_By,Remarks
677,Cookd Tandoori Tikka Kit,COOKD,INSTANT FOOD,MASALA POWDER,"Marinade: spices and condiments (chilli, coriander, cumin, ginger, turmeric, black pepper), iodized salt, garlic powder, tomato solids, corn starch, dehydrated herbs, flavour enhancers (INS627, INS631), acidity regulator (INS330), thickener (INS 451), natural flavour. Sprinkler: black salt, mango powder, spices and condiments (cumin, coriander, black pepper, ginger), dehydrated herbs, natural flavour. Oil: spice extract (mustard), natural flavour, mustard oil",100,316.7,32.6,11.59,16.34,2.56,0,3.88,9107.6,17,0,0,0,0,149,,,,
678,Wok N Roll Manchurian Masala,WORK N ROLL,INSTANT FOOD,MASALA POWDER,"Acidity Regulator (INS 330), Anticaking Agent (INS 551), Corn Starch, Flavour Enhancer (INS 635), Garlic Powder, Ginger Powder, Green Chilli Powder, Hydrolysed Vegetable Protein (Corn), Low Sodium Salt Iodized, Malt Extract (Wheat and Barley), Maltodextrin (Corn), Manchurian Seasoning (Refined Sunflower Oil, Spice Extracts (Capsicum, Ginger, Celery, Black Pepper, Garlic), Emulsifier (INS 471), Natural and Nature Identical Flavouring Substances), Natural Flavouring Substances, Onion Powder, Soya Sauce Powder (Soya Flour, Acidity Regulators (INS 260, INS 330), Maltodextrin (Corn)), Spice Mix (Onion Powder, Garlic Powder, Ginger Powder), Sugar",100,360,53.3,3.9,0.1,0,0,11.3,4340,0,0,0,0,0,64,,,,
679,Happa Cereal Sprouted Ragi | Mango | Banana,HAPPA,INSTANT FOOD,CEREAL,"Organic Ragi (68%), Banana Powder (19%), Mango Powder (13%)",100,385,86.9,5.5,1.8,0.9,0,19.8,36.9,0,0,0,0,0,299,,,,
680,Gladful Choco Pancake Sprouted Millets and Masoor Mix,GLADFUL,INSTANT FOOD,PANCAKE MIX,"Sprouted Masoor, Foxtail Millet, Oats, Jawar, Banana, Chocolate, Raw Unrefined Cane Sugar, VANILLA CAKE, Baking Powder",30,307,61.9,10,2.1,0,0,18.9,360,4.5,0,0,0,0,149,,,,
681,Madmix Oats Idli With Free Chutney,MADMIX,INSTANT FOOD,OATS IDLI,"Oats Idli Premix: Rice, Gram, Oats, Baking powder, Salt, and Fruit salt. Chutney Premix: Gram, Coconut Powder, Salt, Green Chilli Powder, Curry Leaves Powder, Cumin Powder, Ginger Powder, Asafoetida",100,361.88,73.94,11.75,1.61,0.36,0,0,488.49,0,0,0,0,0,149,,,,
682,Surya Panipuri Masala,SURYA,INSTANT FOOD,MASALA POWDER,"Black Salt, Dry Mango, Mint Leaves, Rock Salt, Tamarind Powder, Black Pepper, Salt, Citric Acid, Cumin, Ginger, Chilli Powder, Ajwain and Asafoetida",100,0,7,1,0,0,0,0,2050,0,0,0,0,0,44,,,,
683,Currychief Chicken Curry,CURRYCHIEF,INSTANT FOOD,MASALA POWDER,"Coconut, Garlic, Ginger, Onion, Salt, Shallots, Spices and Condiments (Chilli, Cinnamon, Cloves, Coriander, Curry Leaves, Cumin, Fennel Seeds, Pepper, Turmeric), Sunflower Oil, Tomato, and Water",100,172,0.5,2.5,7.2,0,0,0.9,0,1.2,0,0,0,0,150,,,,
684,Hocco Pindi Chole Rice Combo,HOCCO,INSTANT FOOD,CHOLE RICE,"Basmati Rice, Bay Leaf, Black Cardamom, Black Pepper, Butter, Cardamom, Chaat Masala, Chick Peas, Cinnamon, Cloves, Cotton Seed Oil, Cream, Edible Common Salt, Fenugreek, Green Chilli, Kitchen King, Mace, Onion, Pomegranate Seed Dry, Pure Ghee, Salt, Star Anise, Tomato, and Water",375,453.96,30.89,14.15,30.42,9.45,0,14.15,1359.79,0,0,0,0,0,185,,,,
685,Hocco Chana Masala,HOCCO,INSTANT FOOD,MASALA POWDER,"Chickpeas White (Kabuli Chana 28%), Tomato Puree, Black Pepper, Sunflower Oil, Cotton Seed Oil, Onion, Cumin, Spices (Cumin Seed Powder, Red Chilli Powder, Cinnamon, Cardamom, Clove), Salt, Garlic, Green Chilli, Ginger, and Water",100,277.16,26.45,3.6,17.4,11.25,0,2.1,385.67,0,0,0,0,0,140,,,,
686,Hocco Bisebelle Bhath,HOCCO,INSTANT FOOD,BISEBELLE BHATH,"Beans, Carrots, Curry Leaves, Mustard Seeds, Peas, Rice, Tamarind, Toor Dal, and Turmeric",100,114.29,18.62,2.64,3.25,1.29,0,2.35,427.51,0,0,0,0,0,140,,,,
687,Hocco Mumbai Bhaji,HOCCO,INSTANT FOOD,MUMBAI BHAJI,"Potato, Tomato, Water, Capsicum, Cotton Seed Oil, Clarified Butter, Onion, Green Peas, Coriander, Red Chilli, Salt, Garlic, Cabbage, Cumin, White Pepper, Kashmiri Chilli Powder, Cinnamon, Clove, Turmeric, and Black Pepper",150,222,25,3,12,9,0,0,600,0,0,0,0,0,140,,,,
688,Hocco Smoked Paneer,HOCCO,INSTANT FOOD,SMOKED PANEER,"Bengal Gram, Black Cardamom, Black Gram, Black Pepper, Cardamom, Cashew Nut, Cassia, Chilli, Clarified Butter, Clove, Coriander, Cotton Seed Oil, Cumin, Dried Whole Milk, Dry Ginger, Fenugreek, Fenugreek Leaves, Garlic, Mace, Melon Seed, Mustard, Nutmeg, Onion, Paneer, Red Chilli, Salt, Star Anise, Tomato Paste, and Turmeric",150,358.5,37.5,8.25,19.5,10.5,0,0,150,0,0,0,0,0,170,,,,
689,Real Thai Rice Paper,REAL THAI,INSTANT FOOD,RICE PAPER,"Rice 90%, Water, Tapioca Flour, Salt",24,80,19,1,0,0,0,0,340,0,0,0.48,1.44,0,219,,,,
690,Pintola Organic Wholegrain Brown Rice Cakes,PINTOLA,INSTANT FOOD,RICE CAKE,"100% Organic Wholegrain Brown Rice, Desert Salt",100,378,81,7.9,2.2,0.2,0,0,71.2,7.1,0,0,0,5,160,,,,
691,Wakao Jackfruit Biryani,WOKAO,INSTANT FOOD,BIRIYANI,"Water, Basmati Rice, Jackfruit, Tomato paste, Onion, Garlic, Ginger, Thickening agent (INS 1422), Spices and Condiments, Soybean oil, Green chilies, Curd, Rose Water, Kewra Water, Coriander Leaves, Mint Leaves, Wheat Fiber, Added natural and nature identical flavors and color",100,105.44,21.09,2.61,1.67,0.87,0,5.6,382.24,0.79,0,0,0,0,200,,,,
692,Hocco Dal Makhani,HOCCO,INSTANT FOOD,DAL MAKHANI,"Black Gram, Clarified Butter, Cotton Seed Oil, Coriander Powder, Fenugreek Leaves, Garlic, Ginger, Green Chilli, Milk Cream, Onion, Red Chilli Powder, Salt, Sugar, Tomato, Tomato Powder, Veg Seasoning, and Water",100,378.68,46.13,4.64,19.52,11.04,0,0,481.11,0,0,0,0,0,170,,,,
693,Hocco Dum Aloo,HOCCO,INSTANT FOOD,DAM ALOO,"Onion, Potato, Fried Cashewnut, Cashewnut, Melon Seed, Curd, Spice Mix, Garam Masala Powder, Black Pepper Powder, Cloves, Green Cardamom, Black Cardamom, Star Anise, Mace, Cumin Seed, Coriander Whole, Garlic, Ginger, Khoya, Fresh Cream, Salt, Kasoori Methi, Turmeric Powder, and Water",150,110.33,23.33,2.16,0.93,0,0,3.84,193.18,4.26,0,47.13,0,2.8,140,,,,
694,Gits Heat & Eat Pau Bhaji,GITS,INSTANT FOOD,PAU BHAJI,"Tomato (32%), Potato (31%), Butter, Onion, Green Peas (5%), Capsicum (3%), Red Chillies, Garlic, Salt, Ginger, Coriander, Cumin, Carom Seeds, Black pepper, Aniseed, Split gram, Cinnamon, Green cardamom, Star anise, Clove, Nut meg, Mace, Stone flower, Black salt, Bay leaf and Black cardamom",100,159,14.9,5.7,8.8,3.7,0.1,0,465,0,14,100,Vitamin A(mcg)140,2,135,,,,
695,Knorr Chinese Manchurian Gravy Mix,KNOR,INSTANT FOOD,GRAVY MIX,"Corn Flour, Sugar, Dehydrated Vegetables (Onion, Garlic, Leeks), Iodised Salt, Flavour Enhancer - 621, Chillies, Dehydrated Ginger Bits, Hydrogenated Palm Oil, Hydrolyzed Vegetable Protein, Acidity Regulator - 296",100,324,67.3,8.1,2.5,1.2,0.02,22.3,6709,2.1,0,0,0,0,60,,,,
696,Wakao Hot & Spicy Sausage,WAKAO FOODS,INSTANT FOOD,SAUSAGE ,"Water, Jackfruit (16.3%), Refined Sunflower Oil, Potato Starch, Soy Protein, Thickeners (INS 461, INS 415, INS 407), Spices and Condiments, Natural and Artificial Flavours, Iodized Salt, Flavour Enhancers (INS 627, INS 631), Sugar, Herb (0.2%), Acidity Regulator (Citric Acid)",100,160.5,7.2,5.7,12.1,1.8,0,1.8,856.4,5.2,0,0,0,0,350,,,,
697,Kitchens Of India Rajma Masala,KITCHENSOF INDIA,INSTANT FOOD,MASALA POWDER,"Water, Rajmah (24.4%), Tomato (7.7%), Onion (7.7%), Refined Sunflower Oil, Spices and Condiments (1.1%), Iodized Salt, Ginger, Garlic, Tomato Paste and Dehydrated Fenugreek Leaves",100,116,15.4,4,4.2,1.5,0.1,0,0,0,0,0,0,0,130,,,,
698,Nestle Cerelac Wheat Apple Carrot Baby Food Cerea,NESTLE,INSTANT FOOD,CEREAL,"Wheat flour (Atta) (58%), Milk solids (31.8%), Apple juice concentrate (11.4%), Soyabean oil, Carrot juice concentrate (1.1%), Minerals, Vitamins and Enzyme (Alpha amylase)",100,427,65,15,12.5,5.5,0.08,20,0,3,10,0,0,0,275,,,,
699,Nestle Cerelac Multigrain & Fruits Baby Food Cereal,NESTLE,INSTANT FOOD,CEREAL,"Wheat flour (Atta) (48.1%), Milk solids (32.7%), Cereal discs (Corn flour (6.7%), Barley flour (2.2%)), Orange juice concentrate (4.6%), Sugar, Soyabean oil, Dehydrated apple bits (2.4%), Cherry flakes (1.7%), Minerals, Vitamins and Enzyme* (Alpha amylase)",100,412,68.1,15,9.4,4.8,0.04,23.5,0,2.4,12,0,0,0,294,,,,
700,Slurrp Farm No Added Sugar,SLURRP FARM,INSTANT FOOD,CEREAL,100% sprouted ragi,100,377.8,81.3,8.7,1.9,0.5,0,0,4.3,4.7,0,0,0,0,299,,,,
701,Slurrp Farm Ragi Rice Strawberry Instant Healthy Cereal,SLURRP FARM,INSTANT FOOD,CEREAL,"Multigrain flour blend (sprouted ragi, jowar, rice, oats) (47%), milk solids (33%), fruit powder blend (banana, strawberry) (10%), date powder (9%), beet juice powder, vitamins, and minerals",100,375.9,76.7,13.1,1.8,0.9,0,11.7,80,5.2,0,600,"Vitamin A (mcg) 400.0, Vitamin C (mg) 40.0, Vitamin D (mcg) 5.0, Vitamin E (mg) 2.5, Vitamin B1 (mg) 0.5, Vitamin B2 (mg) 0.6, Vitamin B6 (mg) 0.9, Vitamin B12 (mcg) 0.6",9,349,,,,
702,Slurrp Farm No Added Sugar Cereal - Ragi Rice and Mango with Milk,SLURRP FARM,INSTANT FOOD,CEREAL,"Supergrain blend (sprouted ragi, Jowar, Rice) (35%), Milk solids (30%), Mango powder (11%), Oat flour (10%), Date powder (9%), Skimmed milk powder, Vitamins and minerals",100,386.7,80.8,13.4,1.1,0.5,0,15,27.5,6.4,0,600,"Vitamin A (mcg) 400.0, Vitamin C (mg) 40.0, Vitamin D (mcg) 5.0, Vitamin E (mg) 2.5, Vitamin B1 (mg) 0.5, Vitamin B2 (mg) 0.6, Vitamin B6 (mg) 0.9, Vitamin B12 (mcg) 0.6",9,349,,,,
703,The Select Aisle Dark Chocolate Chips,THE SELECT AISLE,INSTANT FOOD,CHOCO CHIP,"Sugar, Edible Vegetable Fat (Hydrogenated), Cocoa Solids, Dextrose, and Emulsifier (INS 322)",100,558,62,2.7,33,0,0,54,0,0,0,0,0,0,169,,,,
704,Puramate Tooty Fruity Mix,PURAMATE,INSTANT FOOD,TOOTY FRUITY,"Papaya Pieces, Sugar, Citric Acid (E330), Contains Permitted Class II Preservatives (E211)",100,302.09,74.3,0.66,0.25,0.2,0.1,71,0,0,0,0,0,0,45,,,,
705,Betty Crocker Triple Chocolate Brownie Instant Cake Mix Powder,BETTY CROCKER,INSTANT FOOD,CAKE MIX,"Sugar, Refined Wheat Flour (Maida), Cocoa Powder (6.35%), Dark Compound Choco Chips (6.0%) (Sugar, Cocoa Solids, Hydrogenated Vegetable Oil (Palm), Dextrose, Emulsifier (Ins492, Ins322)), White Compound Chips (6%) (Sugar, Milk Solids, Edible Vegetable Fat (Palm), Emulsifier (Ins322)), Edible Vegetable Oil (Palm), Iodized Salt, Raising Agent (Is341(Ii)), Stabilizer (Ins415)",100,1634,81.6,3.4,4.6,2.2,0.1,54.3,228,0,0,0,0,0,450,,,,
706,Pillsbury VANILLA CAKE Custard Powder,PILLSBURY,INSTANT FOOD,CUSTARD POWDER,"Cornflour, Lodised Salt, Nature Identical and Artificial Flavouring Substances - VANILLA CAKE, Colours - (INS 102, INS 110, INS 122)",100,360,89.8,0.2,0,0,0,0,0,0,0,0,0,0,84,,,,
707,Amul Mithai Mate Condensed Sweetened Milk Tin,AMUL,INSTANT FOOD,CONDENSED MILK,"Sugar, Milk Solids",100,331,55,7.5,9,5.4,0,55,100,0,27,270,0,0,130,,,,
708,Hershey's Cocoa Powder,HERSHYEYS,INSTANT FOOD,COCO POWDER,Cocoa,100,409,57.9,19.6,11,0,0,1.75,33.2,0,0,0,0,0,140,,,,
709,Nestle Milkmaid Partly Skimmed Sweetened Condensed Milk,NESTLE,INSTANT FOOD,CONDENSED MILK,"Milk Solids, Sugar",100,303,58.4,8.5,3.9,2.9,0,58.4,110,0,11,0,0,0,147,,,,
710,Double Horse Rice Palada Payasam Mix,DOUBLE HORSE,INSTANT FOOD,PAYASAM MIX,"Sugar 60%, Rice, Cardamom, Cocoa",25,69,16,1,0,0,0,0,35,0,0,0,0,0,95,,,,
711,Pillsbury Butterscotch Flavour Pancake Mix,PILLSBURY,INSTANT FOOD,PANCAKE MIX,"Refined Wheat Flour (Maida), Sugar, Butterscotch Bits (7.0%)[Sugar, Edible Vegetable Fat (Hydrogenated), Iodized Salt and Artificial Flavouring Substances (Butterscotch)], Edible Vegetable Oil (Palm), Baking Powder [INS500(ii), INS541(i)], Iodized Salt, Artificial Flavouring Substances (Caramel, Butterscotch) and Raising Agent [INS500(ii)]",100,381,73.2,8.2,5.8,2.7,0,20.6,728,0,0,0,0,0,125,,,,
712,MTR Gulab Jamun Mix,MTR,INSTANT FOOD,GULAB JAMUN MIX,"Acidity Regulator (INS 296), Edible Vegetable Fat Interesterified (Palm Kernel Oil and Palmolein Oil), Milk Solids, Raising Agent (INS 500 ii), and Refined Wheat Flour (Maida)",100,390,60,14.6,10.4,6.6,0,3.3,710,0,0,0,0,0,145,,,,
713,Pillsbury Chocolate Flavour Pancake Mix 2-Minute Pancake Mix For Kids,PILLSBURY,INSTANT FOOD,PANCAKE MIX,"Refined wheat flour (maida), Sugar, Edible vegetable oil (palm), Cocoa powder (3.7%), Baking powder [ins 500(ii), Ins 541(I)], Artificial flavouring substance (VANILLA CAKE, Chocolate), Milk solids, Lodized salt, Raising agent [ins 500(ii)] And colour (ins 150d)",100,372,74.5,8.1,5.3,2.5,0,27.9,677,0,0,0,0,0,285,,,,
714,Gits Rabdi Instant Dessert Mix,GITS,INSTANT FOOD,PAYASAM MIX,"Milk Solids, Almonds, Pistachios, Saffron, Cardamom",25,90,17,5,0.2,0,0,13,80,0,0,200,0,0,99,,,,
715,Weikfield Jelly Crystals Strawberry Flavour Carton,WEIKFIELD,INSTANT FOOD,JELLY MIX,"Jelly Mix: Sugar, Acid - (INS 297), Acidity Regulator - (INS 332), Nature Identical Flavouring Substance - Strawberry, Colour - (INS 122). Jelly Premix: Sugar, Gelling Agent (INS 407), (INS 508), lodised Salt, and Acidity Regulator - (INS 332)",100,396,98.5,0.4,0.1,0,0,91.7,0,0,0,0,0,0,60,,,,
716,ACT II Sweet & Salty Popcorn,ACT II,INSTANT FOOD,POPCORN,"Popped Corn, Sugar, Refined Edible Palmolein Oil, Iodised Salt, Emulsifier (Lecithin)",100,521,63,5,28,12,0,23,0.7,6,0,0,0,0,25,,,,
717,4700BC Butter Popcorn,4700BC,INSTANT FOOD,POPCORN,"Corn (79%), Edible Vegetable Oil (Olive Oil & Rice Bran Oil), Butter (1%), Iodised Salt, Rosemary Extract",100,464.7,66.4,9.4,17.9,5.1,0,1.9,335,3.8,0,21,0,9.5,46,,,,
718,Quaker Oats Breakfast Cereal,QUAKER,INSTANT FOOD,CEREAL,"Whole Grain Rolled Oats, Natural And Artificial Sugar, Calcium Carbonate, Salt, Iron, Thiamine, Folic Acid, Vitamin A And Riboflavin.",100,407,68.5,11.8,9.5,1.9,0,1.8,9.5,10,0,0,0,2.9,210,,,,
719,Kellogg's Muesli Fruit Nut & Seeds 12-in-1 Power Breakfast,KELLOGGS,INSTANT FOOD,CEREAL,"Added Flavours (Nature Identical & Artificial - Coconut), Antioxidant (INS 3076), Candied Fruits (Candied Cranberry (3%), Candied Papaya (5%)), Corn Grits (18.3%), Corn Meal, Cocoa Solids, Honey, Jodized Salt, Multigrain Mix (66%) (Rice (9.7%), Refined Wheat Flour (Maida), Rolled Barley (8%), Rolled Oats (8%), Ragi Millet Flour (3.5%), Sugar, Wheat Bran), Mineral, Oligofructose, Vitamins, Colours (INS 140, INS 150D), Nut & Seed (21%) (Almonds (3.5%), Black Currants (3%), Black Raisins (3%), Pumpkin Seeds (3.5%))",100,386,80,8.1,5.1,0.9,0,20.8,140,0,0,0,"Vitamin B1 (mg) 0.8, Vitamin B2 (mg) 0.9, Vitamin B3 (mg) 10, Vitamin B9 (mcg) 1.6,Vitamin C(mg) 25,Vitamin B12 (mcg) 0.2",14,525,,,,
720,Tata Soulfull Ragi Bites Choco Fills,TATA SOULFULL,INSTANT FOOD,CEREAL,"Added Flavours (Nature-Identical Flavouring Substance), Antioxidant (INS 320), Chocolate Cream Filling (32%), Cocoa Powder (2.8%), Edible Vegetable Oil (Palmolein), Emulsifier (INS 322(I)), Iodised Salt, Milk Solids, Natural Colour (INS 150D), Rice, Ragi (34.1%), Refined Sugar, Stabilizer (INS 170(I)), Sugar, Bengal Gram Dal (1.8%)",100,554,74.5,5.1,15.1,11.2,0,29.3,126,6.7,0,189,0,0,219,,,,
721,Kellogg's Multigrain Chocos,KELLOGGS,INSTANT FOOD,CEREAL,"Multigrain Flour Mix (64.8%) (Wheat Flour (Atta) (55.8%), Sorghum (Jowar) Flour (3%), Rice Flour (3%), Corn Meal (3%)), Sugar, Cocoa Solids (5.3%), Minerals, Cereal Extract, Iodized Salt, Colours (INS 150a, INS 150d), Edible Vegetable Oil (Palmolein), Flavours (Nature Identical & Artificial (Cream)), Vitamins, Antioxidant (INS 307b)",100,373,81,9,3,1.2,0,97.5,250,7,0,700,"Vitamin B1 (mg) 0.7, Vitamin B2 (mg) 0.57, Vitamin B3 (mg) 5, Vitamin B9 (mcg) 1.3,Vitamin C(mg) 10,Vitamin B12 (mcg) 0.33",6.7,225,,,,
722,Kellogg's Corn Flakes With Real Strawberry,KELLOGGS,INSTANT FOOD,CEREAL,"Added Flavour (Natural Identical Flavouring Substances), Beetroot Extract, Cereal Extract, Corn Grits (58%), Iodized Salt, Minerals & Antioxidant (INS 320), Sugar, Strawberry Puree (2.5%), Vitamins",100,381,89.9,4.1,0.8,0.5,0,32.5,470,1.2,0,787,"Vitamin C (mg) 3.6,Vitamin B6 (mg) 0.2 ,Vitamin B12(mcg) 0.1",7,190,,,,
723,Yoga Bar Super High Protein Muesli,YOGA BAR,INSTANT FOOD,MUSLI,"Whole Grains 48% (Rolled Oats, Brown Rice Flakes, Quinoa Flakes), Protein 21% (Soy and Whey Protein Isolate), Dehydrated Fruits, Nuts and Seeds 17% (Dates, Cranberry, Raisins, Almonds, Pumpkin and Chia Seeds), Dark Chocolate (Cocoa, Cocoa Butter, Sugar, Sunflower Lecithin), Jaggery, Rice Bran Oil, Probiotics (Bacillus Coagulans SNZ1969, 150 million CFU Per Serve)",100,198,27.5,11.6,5.4,2,0,8.8,134,3.5,2,0,0,0,599,,,,
724,"Yoga Bar Wholegrain Breakfast Muesli-Dark Chocolate+Cranberry,Granola",YOGA BAR,INSTANT FOOD,MUSLI,"Whole Grains 58% (Rolled Oats, Brown Rice Flakes, Quinoa Flakes), Seeds & Nuts 14% (Pumpkin, Almonds, Chia, Flax), Dried Fruits 11% (Cranberry, Raisins) Dark Chocolate (Cocoa Solids, Cocoa Butter, Cocoa Powder, Sugar, Sunflower Lecithin, Natural VANILLA CAKE), Dates Syrup, Jaggery, Rice Bran Oil, Cocoa Powder, Apple Fiber, Himalayan Pink Salt",100,437,67,12.3,13.3,0,0,6.7,90.6,9.4,0,0,0,0,499,,,,
725,Manna Oats Pouch,MANNA,INSTANT FOOD,OATS,"Energy (kcal) 382.0 (RDA 7.6%), Protein (g) 11.0 (RDA 8%), Carbohydrates (g) 67.0, Total Sugars (g) 1.5, Added Sugars (g) 0.0 (RDA 0%), Dietary Fibre (g) 10.0, Soluble Dietary Fibre (g) 4.0, Total Fat (g) 10.0 (RDA 6%), Saturated Fat (g) 2.0 (RDA 3.3%), Trans Fat (g) 0.0 (RDA 0%), Cholesterol (mg) 0.0, Sodium (mg) 6.0 (RDA 0.1%), Phosphorus (mg) 250.0 (RDA 10%), Magnesium (mg) 95.0 (RDA 8.6%), Iron (mg) 3.0 (RDA 6.3%), Zinc (mg) 2.0 (RDA 4.7%)",100,382,57,11,10,2,0,1.5,6,4,0,0,0,3,299,,,,
726,"Saffola Oats, Instant Rolled Oats",SAFFOLA,INSTANT FOOD,OATS,Rolled Oats,100,369,66.8,12.6,8,1.6,0,0.5,5,6.1,0,0,0,3.7,199,,,,
727,Saffola Masala Oats,SAFFOLA,INSTANT FOOD,OATS,"Bajra Flakes (2%), Carrots (1.15%), Dried Vegetables (Green Peas (0.69%), Onion Flakes (1.15%)), Flavour Enhancers (INS 627, INS 631), Hydrolysed Vegetable Protein, Iodised Salt, Maltodextrin, Millets (16%) [Jowar Flakes (14%)], Natural Flavouring Substances, Refined Rice Bran Oil, Rolled Oats (55.5%), Spices and Condiments~, Starch, Sugar",38,139,26.8,3.3,2.9,0.7,0,2.3,793.8,3.7,0,0,0,0,214,,,,
728,Kwality Classic Masala Oats - Box,KWALITY,INSTANT FOOD,OATS,"Rolled Oats (75%), Maltodextrin, Iodized Salt, Tomato Powder, Spices and Condiments (Onion, Black Pepper, Garlic, Coriander, Cumin, Fenugreek, Ginger, Turmeric, Chakla, Clove, Chili), Sugar, Hydrolyzed Vegetable Protein, Rice Bran Oil, Dehydrated Vegetables (Carrot (0.5%), Green Peas (0.7%), Tomato (0.7%)), Flavor Enhancer (INS 627 & 631), Whole Wheat Flour (Atta), Parsley, Beet Juice Powder, Chili Extract, Acidity Regulator (INS 330)",100,360,54.1,10,4.9,0.6,0,5,2131,8,0,5,0,3.2,275,,,,
729,Pintola High Protein Oats Dark Chocolate With Almonds Raisin Pumpkin And Chia Seeds,PINTOLA,INSTANT FOOD,OATS,"INStant Oats (48%), Texturized Soy Protein (22%), Fruit , Seeds (14%) (Raisins, Pumpkin Seeds , Chia Seeds), Brown Sugar, Cocoa Solids, Himalayan Pink Salt, and Antioxidant (INS 320)",100,392,64.6,25,8,2.1,0,14,130,9.6,0,0,0,6.8,699,,,,
730,Yoga Bar Breakfast Cereal & Muesli,YOGA BAR,INSTANT FOOD,MUSLI,"Whole Grains 50% (Rolled Oats, Brown Rice Flakes), Dried Fruit 22% (Raisins, Cranberries, Apricots, Blackcurrants), Seeds 18% (Quinoa, Pumpkin, Chia, Flax), Almonds, Soy Protein Flakes, Rice Bran Oil, Jaggery, Himalayan Pink Salt",100,389,70,11.5,8.5,1.5,0,3,16.3,7,0,0,0,0,390,,,,
731,Kellogg's Chocolate Muesli,KELLOGGS,INSTANT FOOD,MUSLI,"Multigrain Mix (43%) (Rolled Oats (26.1%), Rice Flour (6.6%), Corn Meal (5.5%), Refined Wheat Flour (Maida) (2.2%), Wheat Flour (Atta) (2.1%), Ragi Flour, Sorghum Flour), Nuts, Seeds and Dry Fruits (14%) (Almonds (6%), Pumpkin Seeds (4%), Black Raisins (4%)), Sugar, Dark Chocolate Powder (12.9%) (Sugar, Cocoa Solids and Cocoa Butter), Edible Vegetable Oil (Palmolein), Cereal Extract, Cocoa Solids (2%), Liquid Glucose, Iodized Salt, Minerals, Flavours (Nature Identical and Artificial (Cream)), Antioxidant (INS 307b), Raising Agent (INS 500(ii)), Colour (INS 150d), Vitamins",100,444,71.4,7.7,15.5,6.8,0,26.9,227,6,0,0,0,0,399,,,,
732,Kissan Fresh Tomato Ketchup,KISSAN,SAUCE,KETCHUP,"Water, Tomato Paste (28%), Sugar, Iodised Salt, Acidity Regulator - E260, Stabilizers - E1422, E415, Preservative - E211, Onion Powder, Garlic Powder, Spices and Condiments",100,133,31,1.1,0.4,0.03,0,29.2,948,0.6,0,0,0,0,100,,,,
733,"Ching's Secret Dark Soy Sauce, Rich, Brown and Zesty",CHINGS SECRET,SAUCE,SOY SAUCE,"Water, Sugar, Iodised Salt, Natural Colour (INS 150c), Soybeans (10%), Wheat, Acidity Regulator (INS 260), Preservative (INS 202)",100,115,28.1,0.7,0,0,0,20.9,6693,0,0,0,0,0,60,,,,
734,Veeba Smokey Barbeque Sauce,VEEBA,SAUCE,BARBEQUE SAUCE,"Acetic Acid (INS 260), Added Flavours (Natural Flavouring Substances - Barbeque), Jaggery, Lodised Salt, Preservative (INS 211), Stabilizers (INS 1422, INS 415), Sugar, Tamarind, Tomato Paste",100,110.9,27.1,0.4,0.1,0,0,23.3,1100,0,0,0,0,0,175,,,,
735,Veeba Peri Peri Hot Sauce,VEEBA,SAUCE,HOT SAUCE,"Water, Synthetic Vinegar, Lemon Juice, Chillies, Onions, Iodised Salt, Refined Soyabean Oil, Sugar, Stabilizers, Garlic, Acidity Regulator, Flavours, Preservative",100,64.8,7.7,0.4,3.6,0.6,0,3,1520,0,0,0,0,0,175,,,,
736,Knorr Sauce Pizza and Pasta,KNOR,SAUCE,PIZZA AND PASTA SAUCE,"Water, Vegetables (Crushed Tomato - 25%, Diced Tomato - 20%, Chopped Onion - 3.5%, Garlic Paste - 2.5%), Sugar, Iodised Salt, Soybean Oil, Stabilisers (INS 1422, INS 415), Acidity Regulator (INS 260), Herbs (Oregano, Basil), White Pepper Powder, Preservative (INS 211)",100,82,13.9,1.3,2.4,0.4,0.04,10.6,921,0,0,0,0,0,65,,,,
737,Knorr Red Chilli Sauce,KNOR,SAUCE,RED CHILLI SAUCE,"Water, Red Chilli Puree, Sugar, Tomato Paste, Garlic Paste, Stabilizers (INS 1422, INS 415), Iodised Salt, Acidity Regulator (INS 260), Spices and Condiments, Preservative (INS 211), Nature Identical Flavouring Substance, Ginger Powder",100,97,23.1,0.8,0.2,0,0,19.2,732,0.9,0,0,0,0,60,,,,
